year,region,technology,spore,capacity_gw
2030,Germany,Electric heater,21,0.0008716216987013219
2030,Germany,Electric heater,32,0.6952191364855124
2030,Germany,Electric heater,77,0.0014867172904677159
2030,Germany,Electric heater,100,0.0
2030,Germany,Electric heater,206,0.0
2030,Germany,Electric heater,255,0.0
2030,Germany,Electric heater,263,0.0
2030,Germany,Electric heater,328,0.007798327646257667
2030,Germany,Electric heater,345,0.3028019711829829
2030,Germany,Electric heater,431,15.765624914834415
2030,Germany,Heat pump,0,86.4881931737643
2030,Germany,Heat pump,21,49.43487211288918
2030,Germany,Heat pump,32,69.52821676895809
2030,Germany,Heat pump,77,78.5929219897747
2030,Germany,Heat pump,100,0.0
2030,Germany,Heat pump,206,42.260031690499424
2030,Germany,Heat pump,255,89.18956582610977
2030,Germany,Heat pump,263,48.84810382169086
2030,Germany,Heat pump,328,42.826659523527624
2030,Germany,Heat pump,345,19.986745735478276
2030,Germany,Heat pump,431,2.679224451940232
2030,Greece,Boiler,0,0.0015168796323142301
2030,Greece,Boiler,21,0.0007750737778090088
2030,Greece,Boiler,32,0.08490452079717452
2030,Greece,Boiler,77,0.0011728918409543128
2030,Greece,Boiler,100,3.5091648452570308
2030,Greece,Boiler,206,0.0
2030,Greece,Boiler,255,0.1705918033931494
2030,Greece,Boiler,263,0.0009176021522706132
2030,Greece,Boiler,328,0.0018951884023247778
2030,Greece,Boiler,345,0.21103671338917496
